,Year,Region,Industry,Employee _size,Employment_number,Business_number,Turnover
10346,2021,Northern Ireland,M,   100-199,2,15,160
10347,2021,Northern Ireland,M,   200-249,*,5,*
10348,2021,Northern Ireland,M,   250-499,*,5,*
10349,2021,Northern Ireland,M,   500 or more,0,0,0
10350,2021,Northern Ireland,N,   1,1,470,95
10351,2021,Northern Ireland,N,   2-4,2,760,308
10352,2021,Northern Ireland,N,   5-9,2,235,376
10353,2021,Northern Ireland,N,   10-19,2,140,228
10354,2021,Northern Ireland,N,   20-49,2,75,279
10355,2021,Northern Ireland,N,   50-99,2,25,156
10356,2021,Northern Ireland,N,   100-199,4,25,402
10357,2021,Northern Ireland,N,   200-249,*,10,*
10358,2021,Northern Ireland,N,   250-499,*,5,*
10359,2021,Northern Ireland,N,   500 or more,16,15,521
10360,2021,Northern Ireland,P,   1,*,40,*
10361,2021,Northern Ireland,P,   2-4,0,150,28
10362,2021,Northern Ireland,P,   5-9,0,45,*
10363,2021,Northern Ireland,P,   10-19,0,30,28
10364,2021,Northern Ireland,P,   20-49,0,10,15
10365,2021,Northern Ireland,P,   50-99,*,5,*
10366,2021,Northern Ireland,P,   100-199,0,0,0
10367,2021,Northern Ireland,P,   200-249,0,0,0
10368,2021,Northern Ireland,P,   250-499,*,0,*
10369,2021,Northern Ireland,P,   500 or more,0,0,0
10370,2021,Northern Ireland,Q,   1,0,165,20
10371,2021,Northern Ireland,Q,   2-4,1,430,305
10372,2021,Northern Ireland,Q,   5-9,3,345,149
10373,2021,Northern Ireland,Q,   10-19,5,315,342
10374,2021,Northern Ireland,Q,   20-49,5,175,264
10375,2021,Northern Ireland,Q,   50-99,5,80,193
10376,2021,Northern Ireland,Q,   100-199,4,25,130
10377,2021,Northern Ireland,Q,   200-249,2,5,44
10378,2021,Northern Ireland,Q,   250-499,3,10,65
10379,2021,Northern Ireland,Q,   500 or more,4,5,86
10380,2021,Northern Ireland,R,   1,*,70,*
10381,2021,Northern Ireland,R,   2-4,1,250,65
10382,2021,Northern Ireland,R,   5-9,1,100,41
10383,2021,Northern Ireland,R,   10-19,1,60,33
10384,2021,Northern Ireland,R,   20-49,1,45,74
10385,2021,Northern Ireland,R,   50-99,0,5,*
10386,2021,Northern Ireland,R,   100-199,*,10,*
10387,2021,Northern Ireland,R,   200-249,*,5,*
10388,2021,Northern Ireland,R,   250-499,0,0,0
10389,2021,Northern Ireland,R,   500 or more,0,0,0
10390,2021,Northern Ireland,S,   1,1,490,*
10391,2021,Northern Ireland,S,   2-4,3,1000,118
10392,2021,Northern Ireland,S,   5-9,2,255,63
10393,2021,Northern Ireland,S,   10-19,1,75,46
10394,2021,Northern Ireland,S,   20-49,*,15,*
10395,2021,Northern Ireland,S,   50-99,*,0,*
10396,2021,Northern Ireland,S,   100-199,*,5,*
10397,2021,Northern Ireland,S,   200-249,0,0,0
10398,2021,Northern Ireland,S,   250-499,0,0,0
10399,2021,Northern Ireland,S,   500 or more,0,0,0
10400,2022,North East,A,   1,15.4,2,13.8
10401,2022,North East,A,   2 to 4,17.4,3,27.5
10402,2022,North East,A,   5 to 9,4.8,1,20
10403,2022,North East,A,   10 to 19,1.5,1,6.5
10404,2022,North East,A,   20 to 49,0.5,[c],[c]
10405,2022,North East,A,   50 to 99,0.1,[c],[c]
10406,2022,North East,A,   100 to 199,0,[c],[c]
10407,2022,North East,A,   200 to 249,0,0,0
10408,2022,North East,A,   250 to 499,0,0,0
10409,2022,North East,A,   500 or more,0,0,0
10410,2022,North East,B,   1,1.2,0,[c]
10411,2022,North East,B,   2 to 4,15.1,0,2.1
10412,2022,North East,B,   5 to 9,7.2,0,4
10413,2022,North East,B,   10 to 19,6,1,7
10414,2022,North East,B,   20 to 49,4.2,[c],[c]
10415,2022,North East,B,   50 to 99,1.8,[c],[c]
10416,2022,North East,B,   100 to 199,0.6,1,28.3
10417,2022,North East,B,   200 to 249,0,[c],[c]
10418,2022,North East,B,   250 to 499,0.6,1,6.5
10419,2022,North East,B,   500 or more,0,[c],[c]
10420,2022,North East,C,   1,3,0,0.2
10421,2022,North East,C,   2 to 4,15.4,3,1.5
10422,2022,North East,C,   5 to 9,8.6,4,2
10423,2022,North East,C,   10 to 19,5.7,6,3.2
10424,2022,North East,C,   20 to 49,4.6,10,7.3
10425,2022,North East,C,   50 to 99,2.1,11,8.9
10426,2022,North East,C,   100 to 199,1.2,11,11.9
10427,2022,North East,C,   200 to 249,0.3,4,3.8
10428,2022,North East,C,   250 to 499,0.5,11,15.8
10429,2022,North East,C,   500 or more,0.2,21,44.3
10430,2022,North East,F,   1,3.4,2,1.9
10431,2022,North East,F,   2 to 4,11.5,9,13.9
10432,2022,North East,F,   5 to 9,3.3,6,6.6
10433,2022,North East,F,   10 to 19,1.7,6,8.5
10434,2022,North East,F,   20 to 49,0.9,7,9.7
10435,2022,North East,F,   50 to 99,0.2,4,5.6
10436,2022,North East,F,   100 to 199,0.1,3,[c]
10437,2022,North East,F,   200 to 249,0,[c],3.1
10438,2022,North East,F,   250 to 499,0,2,[c]
10439,2022,North East,F,   500 or more,0,[c],[c]
10440,2022,North East,G,   1,4.8,2,1
10441,2022,North East,G,   2 to 4,21.5,12,8.2
10442,2022,North East,G,   5 to 9,9.6,11,7.7
10443,2022,North East,G,   10 to 19,4.2,10,9
10444,2022,North East,G,   20 to 49,2,10,9.4
10445,2022,North East,G,   50 to 99,0.5,6,8.6
10446,2022,North East,G,   100 to 199,0.2,4,13
10447,2022,North East,G,   200 to 249,0,1,2.8
10448,2022,North East,G,   250 to 499,0.1,6,7.8
10449,2022,North East,G,   500 or more,0.1,39,28.3
10450,2022,North East,H,   1,1.1,0,0.5
10451,2022,North East,H,   2 to 4,5.2,2,4.2
10452,2022,North East,H,   5 to 9,2.5,2,4
10453,2022,North East,H,   10 to 19,1.6,2,4.6
10454,2022,North East,H,   20 to 49,0.7,3,6
10455,2022,North East,H,   50 to 99,0.3,2,5.1
10456,2022,North East,H,   100 to 199,0.2,3,9.7
10457,2022,North East,H,   200 to 249,0,[c],[c]
10458,2022,North East,H,   250 to 499,0,[c],[c]
10459,2022,North East,H,   500 or more,0.1,25,[c]
10460,2022,North East,I,   1,4.5,1,1.5
10461,2022,North East,I,   2 to 4,32.6,8,14.4
10462,2022,North East,I,   5 to 9,19.6,10,15.2
10463,2022,North East,I,   10 to 19,10.4,11,11.8
10464,2022,North East,I,   20 to 49,5.2,12,12.9
10465,2022,North East,I,   50 to 99,1,5,6
10466,2022,North East,I,   100 to 199,0.3,3,[c]
10467,2022,North East,I,   200 to 249,0.1,[c],[c]
10468,2022,North East,I,   250 to 499,0.1,[c],4.6
10469,2022,North East,I,   500 or more,0.1,12,22.3
10470,2022,North East,J,   1,3.3,11,1.2
10471,2022,North East,J,   2 to 4,13.7,63,7.7
10472,2022,North East,J,   5 to 9,5.2,55,6
10473,2022,North East,J,   10 to 19,2.8,59,7.1
10474,2022,North East,J,   20 to 49,1.5,71,8.9
10475,2022,North East,J,   50 to 99,0.5,49,8.1
10476,2022,North East,J,   100 to 199,0.2,44,10.8
10477,2022,North East,J,   200 to 249,0,12,2.3
10478,2022,North East,J,   250 to 499,0.1,44,8.9
10479,2022,North East,J,   500 or more,0.1,199,31.5
10480,2022,North East,K,   1,1.1,[c], [x]
10481,2022,North East,K,   2 to 4,12.6,1, [x]
10482,2022,North East,K,   5 to 9,3.2,1, [x]
10483,2022,North East,K,   10 to 19,1.6,1, [x]
10484,2022,North East,K,   20 to 49,0.9,[c], [x]
10485,2022,North East,K,   50 to 99,0.2,0, [x]
10486,2022,North East,K,   100 to 199,0.2,[c], [x]
10487,2022,North East,K,   200 to 249,0,0, [x]
10488,2022,North East,K,   250 to 499,0,[c], [x]
10489,2022,North East,K,   500 or more,0.2,[c], [x]
10490,2022,North East,L,   1,1.7,[c],[c]
10491,2022,North East,L,   2 to 4,21.6,2,9.1
10492,2022,North East,L,   5 to 9,7.1,2,6
10493,2022,North East,L,   10 to 19,2.8,1,9.1
10494,2022,North East,L,   20 to 49,0.7,[c],3.4
10495,2022,North East,L,   50 to 99,0.3,1,[c]
10496,2022,North East,L,   100 to 199,0.1,1,4.6
10497,2022,North East,L,   200 to 249,0,[c],[c]
10498,2022,North East,L,   250 to 499,0,[c],[c]
10499,2022,North East,L,   500 or more,0.1,[c],[c]
10500,2022,North East,M,   1,2.1,1,1
10501,2022,North East,M,   2 to 4,15.4,8,11.3
10502,2022,North East,M,   5 to 9,3.7,5,7.2
10503,2022,North East,M,   10 to 19,2.1,6,9.2
10504,2022,North East,M,   20 to 49,1,6,15
10505,2022,North East,M,   50 to 99,0.4,5,11.4
10506,2022,North East,M,   100 to 199,0.2,4,[c]
10507,2022,North East,M,   200 to 249,0,[c],[c]
10508,2022,North East,M,   250 to 499,0.1,[c],[c]
10509,2022,North East,M,   500 or more,0,[c],[c]
10510,2022,North East,N,   1,6.8,1,4.2
10511,2022,North East,N,   2 to 4,15.6,5,13.9
10512,2022,North East,N,   5 to 9,5.3,4,7
10513,2022,North East,N,   10 to 19,2.7,4,7.8
10514,2022,North East,N,   20 to 49,1.6,5,9.4
10515,2022,North East,N,   50 to 99,0.5,4,8
10516,2022,North East,N,   100 to 199,0.4,5,8.4
10517,2022,North East,N,   200 to 249,0,1,0.6
10518,2022,North East,N,   250 to 499,0.2,6,5.6
10519,2022,North East,N,   500 or more,0.2,30,26.5
10520,2022,North East,P,   1,0.5,[c],0.8
10521,2022,North East,P,   2 to 4,4.7,1,12.4
10522,2022,North East,P,   5 to 9,1.9,1,9.1
10523,2022,North East,P,   10 to 19,1.3,1,11.8
10524,2022,North East,P,   20 to 49,0.5,1,11
10525,2022,North East,P,   50 to 99,0.1,1,6.8
10526,2022,North East,P,   100 to 199,0,[c],[c]
10527,2022,North East,P,   200 to 249,0,[c],[c]
10528,2022,North East,P,   250 to 499,0,[c],[c]
10529,2022,North East,P,   500 or more,0,0,0
10530,2022,North East,Q,   1,1.4,0,0.4
10531,2022,North East,Q,   2 to 4,5.4,1,2.5
10532,2022,North East,Q,   5 to 9,3,2,4.6
10533,2022,North East,Q,   10 to 19,3.7,5,8.4
10534,2022,North East,Q,   20 to 49,3,9,15
10535,2022,North East,Q,   50 to 99,1.1,7,10.9
10536,2022,North East,Q,   100 to 199,0.3,5,5.4
10537,2022,North East,Q,   200 to 249,0.1,[c],[c]
10538,2022,North East,Q,   250 to 499,0.1,[c],[c]
10539,2022,North East,Q,   500 or more,0.2,41,41
10540,2022,North East,R,   1,0.9,0,0.8
10541,2022,North East,R,   2 to 4,5.6,1,8.3
10542,2022,North East,R,   5 to 9,2.3,1,5.3
10543,2022,North East,R,   10 to 19,1.4,1,[c]
10544,2022,North East,R,   20 to 49,0.6,1,3.7
10545,2022,North East,R,   50 to 99,0.2,[c],3.7
10546,2022,North East,R,   100 to 199,0.1,[c],[c]
10547,2022,North East,R,   200 to 249,0.1,[c],[c]
10548,2022,North East,R,   250 to 499,0.1,[c],[c]
10549,2022,North East,R,   500 or more,0.1,[c],40.8
10550,2022,North East,S,   1,4.7,1,5.6
10551,2022,North East,S,   2 to 4,12.9,5,24.3
10552,2022,North East,S,   5 to 9,3.7,3,13.4
10553,2022,North East,S,   10 to 19,1,1,[c]
10554,2022,North East,S,   20 to 49,0.3,1,6.8
10555,2022,North East,S,   50 to 99,0,[c],4.4
10556,2022,North East,S,   100 to 199,0,[c],[c]
10557,2022,North East,S,   200 to 249,0,0,0
10558,2022,North East,S,   250 to 499,0,[c],[c]
10559,2022,North East,S,   500 or more,0,0,0
10560,2022,North West,A,   1,14.5,5,11.2
10561,2022,North West,A,   2 to 4,16.1,7,22.8
10562,2022,North West,A,   5 to 9,4.7,4,14.2
10563,2022,North West,A,   10 to 19,1.3,2,8.3
10564,2022,North West,A,   20 to 49,0.6,2,6.5
10565,2022,North West,A,   50 to 99,0.1,1,[c]
10566,2022,North West,A,   100 to 199,0.1,1,[c]
10567,2022,North West,A,   200 to 249,0,[c],[c]
10568,2022,North West,A,   250 to 499,0,[c],[c]
10569,2022,North West,A,   500 or more,0,[c],[c]
10570,2022,North West,B,   1,0.8,0,0
10571,2022,North West,B,   2 to 4,21.8,1,[c]
10572,2022,North West,B,   5 to 9,11.6,1,5.5
10573,2022,North West,B,   10 to 19,7.7,2,[c]
10574,2022,North West,B,   20 to 49,5.5,3,9.1
10575,2022,North West,B,   50 to 99,2.2,3,7
10576,2022,North West,B,   100 to 199,0.8,2,[c]
10577,2022,North West,B,   200 to 249,0,[c],[c]
10578,2022,North West,B,   250 to 499,0,[c],[c]
10579,2022,North West,B,   500 or more,0.3,8,30.8
10580,2022,North West,C,   1,2.8,1,0.1
10581,2022,North West,C,   2 to 4,18.5,11,2.1
10582,2022,North West,C,   5 to 9,9.7,14,2.3
10583,2022,North West,C,   10 to 19,6.9,20,3.4
10584,2022,North West,C,   20 to 49,5.1,34,7.8
10585,2022,North West,C,   50 to 99,2.1,32,9.4
10586,2022,North West,C,   100 to 199,1,31,9.7
10587,2022,North West,C,   200 to 249,0.2,10,3.3
10588,2022,North West,C,   250 to 499,0.4,28,11
10589,2022,North West,C,   500 or more,0.3,86,48.9
10590,2022,North West,F,   1,2.7,4,1.3
10591,2022,North West,F,   2 to 4,15.2,29,[c]
10592,2022,North West,F,   5 to 9,4.2,20,10.5
10593,2022,North West,F,   10 to 19,1.8,17,9.7
10594,2022,North West,F,   20 to 49,0.8,18,10.7
10595,2022,North West,F,   50 to 99,0.3,14,12
10596,2022,North West,F,   100 to 199,0.1,8,[c]
10597,2022,North West,F,   200 to 249,0,[c],[c]
10598,2022,North West,F,   250 to 499,0,[c],[c]
10599,2022,North West,F,   500 or more,0,[c],[c]
10600,2022,North West,G,   1,3.8,5,0.4
10601,2022,North West,G,   2 to 4,24.3,44,5.4
10602,2022,North West,G,   5 to 9,10.4,43,6.8
10603,2022,North West,G,   10 to 19,4.5,38,6.6
10604,2022,North West,G,   20 to 49,2.2,41,8.3
10605,2022,North West,G,   50 to 99,0.7,28,5.8
10606,2022,North West,G,   100 to 199,0.3,24,5.8
10607,2022,North West,G,   200 to 249,0,6,1.2
10608,2022,North West,G,   250 to 499,0.1,20,5.4
10609,2022,North West,G,   500 or more,0.1,257,51.4
10610,2022,North West,H,   1,0.6,1,0.3
10611,2022,North West,H,   2 to 4,5.8,7,5.1
10612,2022,North West,H,   5 to 9,2.4,7,4.8
10613,2022,North West,H,   10 to 19,1.2,7,5.1
10614,2022,North West,H,   20 to 49,0.7,10,11.8
10615,2022,North West,H,   50 to 99,0.2,7,7.7
10616,2022,North West,H,   100 to 199,0.1,8,11.3
10617,2022,North West,H,   200 to 249,0,2,1.3
10618,2022,North West,H,   250 to 499,0,7,12.4
10619,2022,North West,H,   500 or more,0,40,29.3
10620,2022,North West,I,   1,4.8,2,1.1
10621,2022,North West,I,   2 to 4,34.5,23,11
10622,2022,North West,I,   5 to 9,18.5,26,10.1
10623,2022,North West,I,   10 to 19,11.2,32,9.3
10624,2022,North West,I,   20 to 49,5.4,33,9.3
10625,2022,North West,I,   50 to 99,0.9,13,4.4
10626,2022,North West,I,   100 to 199,0.3,9,4.9
10627,2022,North West,I,   200 to 249,0.1,3,1.2
10628,2022,North West,I,   250 to 499,0.1,11,4.6
10629,2022,North West,I,   500 or more,0.2,95,40.3
10630,2022,North West,J,   1,2.6,30,0.7
10631,2022,North West,J,   2 to 4,15,217,6.8
10632,2022,North West,J,   5 to 9,5.4,188,6.6
10633,2022,North West,J,   10 to 19,2.9,204,6.3
10634,2022,North West,J,   20 to 49,1.6,251,8.9
10635,2022,North West,J,   50 to 99,0.5,175,7.1
10636,2022,North West,J,   100 to 199,0.2,151,7.1
10637,2022,North West,J,   200 to 249,0,46,2.3
10638,2022,North West,J,   250 to 499,0.1,132,6.8
10639,2022,North West,J,   500 or more,0.1,769,40.4
10640,2022,North West,K,   1,1.6,0,  [x]
10641,2022,North West,K,   2 to 4,26.5,3,  [x]
10642,2022,North West,K,   5 to 9,8.4,3,  [x]
10643,2022,North West,K,   10 to 19,4.5,3,  [x]
10644,2022,North West,K,   20 to 49,2.3,4,  [x]
10645,2022,North West,K,   50 to 99,1,3,  [x]
10646,2022,North West,K,   100 to 199,0.4,2,  [x]
10647,2022,North West,K,   200 to 249,0.2,[c],  [x]
10648,2022,North West,K,   250 to 499,0.1,[c],  [x]
10649,2022,North West,K,   500 or more,0.3,24,  [x]
10650,2022,North West,L,   1,2.2,1,0.8
10651,2022,North West,L,   2 to 4,26.8,8,16.8
10652,2022,North West,L,   5 to 9,8.2,6,28
10653,2022,North West,L,   10 to 19,3.4,5,7.5
10654,2022,North West,L,   20 to 49,0.9,3,3.6
10655,2022,North West,L,   50 to 99,0.3,2,2.9
10656,2022,North West,L,   100 to 199,0.1,2,[c]
10657,2022,North West,L,   200 to 249,0,[c],[c]
10658,2022,North West,L,   250 to 499,0.1,[c],7.5
10659,2022,North West,L,   500 or more,0.1,11,19.2
10660,2022,North West,M,   1,2.1,3,0.7
10661,2022,North West,M,   2 to 4,17.2,28,10.2
10662,2022,North West,M,   5 to 9,4.3,18,8.5
10663,2022,North West,M,   10 to 19,2.4,21,8
10664,2022,North West,M,   20 to 49,1.4,27,12
10665,2022,North West,M,   50 to 99,0.4,18,7.2
10666,2022,North West,M,   100 to 199,0.2,15,8.3
10667,2022,North West,M,   200 to 249,0,5,[c]
10668,2022,North West,M,   250 to 499,0.1,13,[c]
10669,2022,North West,M,   500 or more,0.1,78,20.1
10670,2022,North West,N,   1,4,4,1.8
10671,2022,North West,N,   2 to 4,14.1,19,9.4
10672,2022,North West,N,   5 to 9,4.6,15,6.8
10673,2022,North West,N,   10 to 19,2.5,16,6.1
10674,2022,North West,N,   20 to 49,1.3,19,7.6
10675,2022,North West,N,   50 to 99,0.6,19,7.6
10676,2022,North West,N,   100 to 199,0.3,20,10.2
10677,2022,North West,N,   200 to 249,0.1,7,2.7
10678,2022,North West,N,   250 to 499,0.1,21,5.6
10679,2022,North West,N,   500 or more,0.1,84,32.6
10680,2022,North West,P,   1,0.2,0,0.4
10681,2022,North West,P,   2 to 4,3.6,3,7.9
10682,2022,North West,P,   5 to 9,1.5,3,7.4
10683,2022,North West,P,   10 to 19,1,4,8.5
10684,2022,North West,P,   20 to 49,0.5,5,23.2
10685,2022,North West,P,   50 to 99,0.1,[c],[c]
10686,2022,North West,P,   100 to 199,0.1,2,3.3
10687,2022,North West,P,   200 to 249,0,[c],[c]
10688,2022,North West,P,   250 to 499,0,2,5.7
10689,2022,North West,P,   500 or more,0,[c],[c]
10690,2022,North West,Q,   1,1.1,1,0.6
10691,2022,North West,Q,   2 to 4,6.8,7,4.8
10692,2022,North West,Q,   5 to 9,3.8,10,6.3
10693,2022,North West,Q,   10 to 19,4,20,12.9
10694,2022,North West,Q,   20 to 49,3,34,22
10695,2022,North West,Q,   50 to 99,0.8,20,11.8
10696,2022,North West,Q,   100 to 199,0.3,16,9.9
10697,2022,North West,Q,   200 to 249,0,4,1.9
10698,2022,North West,Q,   250 to 499,0.1,10,5.3
10699,2022,North West,Q,   500 or more,0,23,13.6
10700,2022,North West,R,   1,0.5,0,0.2
10701,2022,North West,R,   2 to 4,4.3,3,1.6
10702,2022,North West,R,   5 to 9,1.4,3,0.9
10703,2022,North West,R,   10 to 19,0.8,3,1
10704,2022,North West,R,   20 to 49,0.6,5,1.1
10705,2022,North West,R,   50 to 99,0.2,3,2.1
10706,2022,North West,R,   100 to 199,0.1,4,1.6
10707,2022,North West,R,   200 to 249,0,[c],[c]
10708,2022,North West,R,   250 to 499,0,[c],[c]
10709,2022,North West,R,   500 or more,0,26,[c]
10710,2022,North West,S,   1,4.2,3,2.8
10711,2022,North West,S,   2 to 4,12.9,14,15.7
10712,2022,North West,S,   5 to 9,3.5,8,9.4
10713,2022,North West,S,   10 to 19,1.1,5,[c]
10714,2022,North West,S,   20 to 49,0.3,3,7.4
10715,2022,North West,S,   50 to 99,0.1,[c],3.5
10716,2022,North West,S,   100 to 199,0,1,2.1
10717,2022,North West,S,   200 to 249,0,[c],[c]
10718,2022,North West,S,   250 to 499,0,[c],[c]
10719,2022,North West,S,   500 or more,0,[c],[c]
10720,2022,Yorkshire and the Humber,A,   1,13.5,4,9.4
10721,2022,Yorkshire and the Humber,A,   2 to 4,17.6,7,24.3
10722,2022,Yorkshire and the Humber,A,   5 to 9,5.3,4,17
10723,2022,Yorkshire and the Humber,A,   10 to 19,1.7,3,8.3
10724,2022,Yorkshire and the Humber,A,   20 to 49,1,3,10.6
10725,2022,Yorkshire and the Humber,A,   50 to 99,0.3,2,9
10726,2022,Yorkshire and the Humber,A,   100 to 199,0,1,[c]
10727,2022,Yorkshire and the Humber,A,   200 to 249,0,[c],[c]
10728,2022,Yorkshire and the Humber,A,   250 to 499,0,[c],[c]
10729,2022,Yorkshire and the Humber,A,   500 or more,0,[c],[c]
10730,2022,Yorkshire and the Humber,B,   1,1.2,0,[c]
10731,2022,Yorkshire and the Humber,B,   2 to 4,17.1,1,1.5
10732,2022,Yorkshire and the Humber,B,   5 to 9,9.9,1,4.8
10733,2022,Yorkshire and the Humber,B,   10 to 19,5.7,1,2.3
10734,2022,Yorkshire and the Humber,B,   20 to 49,4.8,3,19.1
10735,2022,Yorkshire and the Humber,B,   50 to 99,1.2,2,9
10736,2022,Yorkshire and the Humber,B,   100 to 199,0.9,[c],6
10737,2022,Yorkshire and the Humber,B,   200 to 249,0,[c],[c]
10738,2022,Yorkshire and the Humber,B,   250 to 499,0.3,2,10.5
10739,2022,Yorkshire and the Humber,B,   500 or more,0.3,9,36.9
10740,2022,Yorkshire and the Humber,C,   1,2.8,1,0.1
10741,2022,Yorkshire and the Humber,C,   2 to 4,17.1,9,2.2
10742,2022,Yorkshire and the Humber,C,   5 to 9,9.7,13,2.4
10743,2022,Yorkshire and the Humber,C,   10 to 19,6.4,17,3.3
10744,2022,Yorkshire and the Humber,C,   20 to 49,5.1,31,7.1
10745,2022,Yorkshire and the Humber,C,   50 to 99,2.3,31,9.4
10746,2022,Yorkshire and the Humber,C,   100 to 199,1.1,29,9
10747,2022,Yorkshire and the Humber,C,   200 to 249,0.3,13,5.2
10748,2022,Yorkshire and the Humber,C,   250 to 499,0.4,25,19.6
10749,2022,Yorkshire and the Humber,C,   500 or more,0.4,100,40.4
10750,2022,Yorkshire and the Humber,F,   1,2.3,4,1.3
10751,2022,Yorkshire and the Humber,F,   2 to 4,11.3,23,12.5
10752,2022,Yorkshire and the Humber,F,   5 to 9,3,15,8.2
10753,2022,Yorkshire and the Humber,F,   10 to 19,1.3,14,7.4
10754,2022,Yorkshire and the Humber,F,   20 to 49,0.6,14,8.8
10755,2022,Yorkshire and the Humber,F,   50 to 99,0.2,9,7.9
10756,2022,Yorkshire and the Humber,F,   100 to 199,0.1,6,5.2
10757,2022,Yorkshire and the Humber,F,   200 to 249,0,[c],[c]
10758,2022,Yorkshire and the Humber,F,   250 to 499,0,[c],[c]
10759,2022,Yorkshire and the Humber,F,   500 or more,0,25,[c]
10760,2022,Yorkshire and the Humber,G,   1,5.4,5,0.5
10761,2022,Yorkshire and the Humber,G,   2 to 4,26.6,31,4.7
10762,2022,Yorkshire and the Humber,G,   5 to 9,11.7,31,5
10763,2022,Yorkshire and the Humber,G,   10 to 19,5.4,29,5.7
10764,2022,Yorkshire and the Humber,G,   20 to 49,2.6,31,9.2
10765,2022,Yorkshire and the Humber,G,   50 to 99,0.8,21,6.3
10766,2022,Yorkshire and the Humber,G,   100 to 199,0.3,15,3.4
10767,2022,Yorkshire and the Humber,G,   200 to 249,0,4,1.2
10768,2022,Yorkshire and the Humber,G,   250 to 499,0.1,14,4.3
10769,2022,Yorkshire and the Humber,G,   500 or more,0.1,332,57.5
10770,2022,Yorkshire and the Humber,H,   1,1.1,1,0.4
10771,2022,Yorkshire and the Humber,H,   2 to 4,8.2,6,7.9
10772,2022,Yorkshire and the Humber,H,   5 to 9,2.9,5,4.4
10773,2022,Yorkshire and the Humber,H,   10 to 19,1.7,6,5.4
10774,2022,Yorkshire and the Humber,H,   20 to 49,0.9,8,9.6
10775,2022,Yorkshire and the Humber,H,   50 to 99,0.3,6,8.3
10776,2022,Yorkshire and the Humber,H,   100 to 199,0.2,6,8.7
10777,2022,Yorkshire and the Humber,H,   200 to 249,0,2,1.2
10778,2022,Yorkshire and the Humber,H,   250 to 499,0.1,6,9.8
10779,2022,Yorkshire and the Humber,H,   500 or more,0.1,37,32.5
10780,2022,Yorkshire and the Humber,I,   1,6,2,2
10781,2022,Yorkshire and the Humber,I,   2 to 4,35.2,18,17.3
10782,2022,Yorkshire and the Humber,I,   5 to 9,18.9,21,14.8
10783,2022,Yorkshire and the Humber,I,   10 to 19,10.8,24,12.8
10784,2022,Yorkshire and the Humber,I,   20 to 49,5.1,23,11.9
10785,2022,Yorkshire and the Humber,I,   50 to 99,0.9,9,6.2
10786,2022,Yorkshire and the Humber,I,   100 to 199,0.2,4,2.5
10787,2022,Yorkshire and the Humber,I,   200 to 249,0,1,0.9
10788,2022,Yorkshire and the Humber,I,   250 to 499,0.1,4,3.3
10789,2022,Yorkshire and the Humber,I,   500 or more,0.2,27,23.1
10790,2022,Yorkshire and the Humber,J,   1,3,25,0.8
10791,2022,Yorkshire and the Humber,J,   2 to 4,14.5,160,6.5
10792,2022,Yorkshire and the Humber,J,   5 to 9,5.2,137,6.3
10793,2022,Yorkshire and the Humber,J,   10 to 19,2.8,148,5.8
10794,2022,Yorkshire and the Humber,J,   20 to 49,1.5,181,9.5
10795,2022,Yorkshire and the Humber,J,   50 to 99,0.5,133,7.7
10796,2022,Yorkshire and the Humber,J,   100 to 199,0.2,106,5.9
10797,2022,Yorkshire and the Humber,J,   200 to 249,0,37,2.3
10798,2022,Yorkshire and the Humber,J,   250 to 499,0.1,95,8.7
10799,2022,Yorkshire and the Humber,J,   500 or more,0.1,696,40.5
10800,2022,Yorkshire and the Humber,K,   1,1.7,0, [x]
10801,2022,Yorkshire and the Humber,K,   2 to 4,23.7,2, [x]
10802,2022,Yorkshire and the Humber,K,   5 to 9,6.8,2, [x]
10803,2022,Yorkshire and the Humber,K,   10 to 19,2.9,2, [x]
10804,2022,Yorkshire and the Humber,K,   20 to 49,1.3,2, [x]
10805,2022,Yorkshire and the Humber,K,   50 to 99,0.8,2, [x]
10806,2022,Yorkshire and the Humber,K,   100 to 199,0.3,2, [x]
10807,2022,Yorkshire and the Humber,K,   200 to 249,0.1,[c], [x]
10808,2022,Yorkshire and the Humber,K,   250 to 499,0.3,[c], [x]
10809,2022,Yorkshire and the Humber,K,   500 or more,0.1,23, [x]
10810,2022,Yorkshire and the Humber,L,   1,2.5,0,1.1
10811,2022,Yorkshire and the Humber,L,   2 to 4,27,6,19.4
10812,2022,Yorkshire and the Humber,L,   5 to 9,8.8,4,13.8
10813,2022,Yorkshire and the Humber,L,   10 to 19,3.6,4,15.5
10814,2022,Yorkshire and the Humber,L,   20 to 49,1.1,2,6.7
10815,2022,Yorkshire and the Humber,L,   50 to 99,0.3,[c],3.3
10816,2022,Yorkshire and the Humber,L,   100 to 199,0.1,1,2.2
10817,2022,Yorkshire and the Humber,L,   200 to 249,0,[c],[c]
10818,2022,Yorkshire and the Humber,L,   250 to 499,0.1,[c],[c]
10819,2022,Yorkshire and the Humber,L,   500 or more,0.1,[c],[c]
10820,2022,Yorkshire and the Humber,M,   1,2.2,2,0.7
10821,2022,Yorkshire and the Humber,M,   2 to 4,17.8,19,9.3
10822,2022,Yorkshire and the Humber,M,   5 to 9,4.5,13,6.2
10823,2022,Yorkshire and the Humber,M,   10 to 19,2.4,13,6.4
10824,2022,Yorkshire and the Humber,M,   20 to 49,1.2,15,11.8
