,Year,Region,Industry,Employee _size,Employment_number,Business_number,Turnover
565,2013,East Midlands,K,   50-99,*,15, -
566,2013,East Midlands,K,   100-199,*,10, -
567,2013,East Midlands,K,   200-249,*,5, -
568,2013,East Midlands,K,   250-499,*,0, -
569,2013,East Midlands,K,   500 or more,*,5, -
570,2013,East Midlands,L,   1,0,135,22
571,2013,East Midlands,L,   2-4,3,1210,321
572,2013,East Midlands,L,   5-9,3,395,200
573,2013,East Midlands,L,   10-19,2,160,142
574,2013,East Midlands,L,   20-49,2,70,106
575,2013,East Midlands,L,   50-99,*,10,*
576,2013,East Midlands,L,   100-199,*,10,*
577,2013,East Midlands,L,   200-249,*,5,*
578,2013,East Midlands,L,   250-499,*,0,*
579,2013,East Midlands,L,   500 or more,*,0,*
580,2013,East Midlands,M,   1,*,940,*
581,2013,East Midlands,M,   2-4,14,5585,1094
582,2013,East Midlands,M,   5-9,9,1360,723
583,2013,East Midlands,M,   10-19,10,700,768
584,2013,East Midlands,M,   20-49,10,350,1493
585,2013,East Midlands,M,   50-99,6,90,544
586,2013,East Midlands,M,   100-199,5,35,*
587,2013,East Midlands,M,   200-249,*,5,*
588,2013,East Midlands,M,   250-499,4,10,671
589,2013,East Midlands,M,   500 or more,*,5,*
590,2013,East Midlands,N,   1,2,1170,222
591,2013,East Midlands,N,   2-4,8,2800,794
592,2013,East Midlands,N,   5-9,7,995,617
593,2013,East Midlands,N,   10-19,8,545,605
594,2013,East Midlands,N,   20-49,10,315,751
595,2013,East Midlands,N,   50-99,11,150,594
596,2013,East Midlands,N,   100-199,11,80,572
597,2013,East Midlands,N,   200-249,3,15,304
598,2013,East Midlands,N,   250-499,12,35,795
599,2013,East Midlands,N,   500 or more,73,35,2179
600,2013,East Midlands,P,   1,0,95,*
601,2013,East Midlands,P,   2-4,2,595,*
602,2013,East Midlands,P,   5-9,2,270,*
603,2013,East Midlands,P,   10-19,2,155,*
604,2013,East Midlands,P,   20-49,2,75,*
605,2013,East Midlands,P,   50-99,2,30,*
606,2013,East Midlands,P,   100-199,2,15,*
607,2013,East Midlands,P,   200-249,*,0,*
608,2013,East Midlands,P,   250-499,*,5,*
609,2013,East Midlands,P,   500 or more,*,5,*
610,2013,East Midlands,Q,   1,*,370,41
611,2013,East Midlands,Q,   2-4,3,1065,172
612,2013,East Midlands,Q,   5-9,6,730,266
613,2013,East Midlands,Q,   10-19,12,820,615
614,2013,East Midlands,Q,   20-49,23,730,1093
615,2013,East Midlands,Q,   50-99,12,175,509
616,2013,East Midlands,Q,   100-199,9,70,321
617,2013,East Midlands,Q,   200-249,*,5,*
618,2013,East Midlands,Q,   250-499,7,25,*
619,2013,East Midlands,Q,   500 or more,26,10,663
620,2013,East Midlands,R,   1,*,145,*
621,2013,East Midlands,R,   2-4,*,660,*
622,2013,East Midlands,R,   5-9,2,255,*
623,2013,East Midlands,R,   10-19,*,150,*
624,2013,East Midlands,R,   20-49,3,90,*
625,2013,East Midlands,R,   50-99,*,25,*
626,2013,East Midlands,R,   100-199,*,15,68
627,2013,East Midlands,R,   200-249,*,5,*
628,2013,East Midlands,R,   250-499,*,5,*
629,2013,East Midlands,R,   500 or more,*,5,*
630,2013,East Midlands,S,   1,2,865,71
631,2013,East Midlands,S,   2-4,8,2270,291
632,2013,East Midlands,S,   5-9,6,810,311
633,2013,East Midlands,S,   10-19,4,305,204
634,2013,East Midlands,S,   20-49,3,95,125
635,2013,East Midlands,S,   50-99,1,10,59
636,2013,East Midlands,S,   100-199,*,5,*
637,2013,East Midlands,S,   200-249,0,0,0
638,2013,East Midlands,S,   250-499,*,5,*
639,2013,East Midlands,S,   500 or more,0,0,0
640,2013,West Midlands,A,   1,5,1890,413
641,2013,West Midlands,A,   2-4,8,1965,785
642,2013,West Midlands,A,   5-9,4,575,438
643,2013,West Midlands,A,   10-19,3,195,261
644,2013,West Midlands,A,   20-49,*,60,187
645,2013,West Midlands,A,   50-99,2,30,176
646,2013,West Midlands,A,   100-199,2,15,124
647,2013,West Midlands,A,   200-249,*,0,*
648,2013,West Midlands,A,   250-499,*,10,*
649,2013,West Midlands,A,   500 or more,*,5,*
650,2013,West Midlands,B,   1,0,30,5
651,2013,West Midlands,B,   2-4,1,225,121
652,2013,West Midlands,B,   5-9,1,125,165
653,2013,West Midlands,B,   10-19,1,85,170
654,2013,West Midlands,B,   20-49,1,50,413
655,2013,West Midlands,B,   50-99,1,15,*
656,2013,West Midlands,B,   100-199,*,0,*
657,2013,West Midlands,B,   200-249,0,0,0
658,2013,West Midlands,B,   250-499,*,5,*
659,2013,West Midlands,B,   500 or more,*,5,*
660,2013,West Midlands,C,   1,1,645,80
661,2013,West Midlands,C,   2-4,11,3615,1003
662,2013,West Midlands,C,   5-9,15,2195,1334
663,2013,West Midlands,C,   10-19,22,1575,2054
664,2013,West Midlands,C,   20-49,41,1335,4500
665,2013,West Midlands,C,   50-99,33,475,4468
666,2013,West Midlands,C,   100-199,29,210,4549
667,2013,West Midlands,C,   200-249,9,45,1559
668,2013,West Midlands,C,   250-499,33,95,5405
669,2013,West Midlands,C,   500 or more,94,55,31934
670,2013,West Midlands,F,   1,4,1770,*
671,2013,West Midlands,F,   2-4,17,6250,1873
672,2013,West Midlands,F,   5-9,12,1825,1341
673,2013,West Midlands,F,   10-19,11,850,1505
674,2013,West Midlands,F,   20-49,11,350,1491
675,2013,West Midlands,F,   50-99,7,100,1133
676,2013,West Midlands,F,   100-199,4,25,611
677,2013,West Midlands,F,   200-249,*,5,*
678,2013,West Midlands,F,   250-499,*,20,1228
679,2013,West Midlands,F,   500 or more,34,10,6133
680,2013,West Midlands,G,   1,7,2890,612
681,2013,West Midlands,G,   2-4,32,9925,4313
682,2013,West Midlands,G,   5-9,32,4665,5273
683,2013,West Midlands,G,   10-19,29,2155,6366
684,2013,West Midlands,G,   20-49,29,965,7550
685,2013,West Midlands,G,   50-99,19,280,5066
686,2013,West Midlands,G,   100-199,16,115,4833
687,2013,West Midlands,G,   200-249,4,20,1279
688,2013,West Midlands,G,   250-499,15,45,3648
689,2013,West Midlands,G,   500 or more,161,50,26832
690,2013,West Midlands,H,   1,*,405,*
691,2013,West Midlands,H,   2-4,4,1310,391
692,2013,West Midlands,H,   5-9,4,570,383
693,2013,West Midlands,H,   10-19,6,405,558
694,2013,West Midlands,H,   20-49,6,205,651
695,2013,West Midlands,H,   50-99,5,70,523
696,2013,West Midlands,H,   100-199,4,25,535
697,2013,West Midlands,H,   200-249,*,5,*
698,2013,West Midlands,H,   250-499,*,10,*
699,2013,West Midlands,H,   500 or more,38,15,3378
700,2013,West Midlands,I,   1,3,1415,152
701,2013,West Midlands,I,   2-4,15,4125,667
702,2013,West Midlands,I,   5-9,14,1925,459
703,2013,West Midlands,I,   10-19,12,890,477
704,2013,West Midlands,I,   20-49,12,415,423
705,2013,West Midlands,I,   50-99,7,100,283
706,2013,West Midlands,I,   100-199,5,40,184
707,2013,West Midlands,I,   200-249,2,10,242
708,2013,West Midlands,I,   250-499,4,15,618
709,2013,West Midlands,I,   500 or more,142,20,7025
710,2013,West Midlands,J,   1,31,13450,2164
711,2013,West Midlands,J,   2-4,145,48130,13418
712,2013,West Midlands,J,   5-9,130,18900,12899
713,2013,West Midlands,J,   10-19,139,10110,15260
714,2013,West Midlands,J,   20-49,167,5525,20421
715,2013,West Midlands,J,   50-99,120,1740,14476
716,2013,West Midlands,J,   100-199,97,695,13583
717,2013,West Midlands,J,   200-249,32,150,4405
718,2013,West Midlands,J,   250-499,100,295,13584
719,2013,West Midlands,J,   500 or more,734,260,106734
720,2013,West Midlands,K,   1,*,85, -
721,2013,West Midlands,K,   2-4,2,775, -
722,2013,West Midlands,K,   5-9,2,315, -
723,2013,West Midlands,K,   10-19,2,120, -
724,2013,West Midlands,K,   20-49,2,65, -
725,2013,West Midlands,K,   50-99,1,20, -
726,2013,West Midlands,K,   100-199,*,15, -
727,2013,West Midlands,K,   200-249,*,0, -
728,2013,West Midlands,K,   250-499,*,5, -
729,2013,West Midlands,K,   500 or more,*,10, -
730,2013,West Midlands,L,   1,*,215,39
731,2013,West Midlands,L,   2-4,4,1485,556
732,2013,West Midlands,L,   5-9,4,525,257
733,2013,West Midlands,L,   10-19,3,180,210
734,2013,West Midlands,L,   20-49,2,65,165
735,2013,West Midlands,L,   50-99,1,15,*
736,2013,West Midlands,L,   100-199,2,10,249
737,2013,West Midlands,L,   200-249,0,0,0
738,2013,West Midlands,L,   250-499,*,5,*
739,2013,West Midlands,L,   500 or more,*,5,*
740,2013,West Midlands,M,   1,*,1065,*
741,2013,West Midlands,M,   2-4,17,6705,1303
742,2013,West Midlands,M,   5-9,12,1715,961
743,2013,West Midlands,M,   10-19,13,910,966
744,2013,West Midlands,M,   20-49,12,405,1455
745,2013,West Midlands,M,   50-99,9,130,643
746,2013,West Midlands,M,   100-199,7,45,455
747,2013,West Midlands,M,   200-249,*,15,*
748,2013,West Midlands,M,   250-499,5,15,*
749,2013,West Midlands,M,   500 or more,*,5,*
750,2013,West Midlands,N,   1,2,1100,207
751,2013,West Midlands,N,   2-4,10,3470,1040
752,2013,West Midlands,N,   5-9,9,1295,995
753,2013,West Midlands,N,   10-19,9,670,909
754,2013,West Midlands,N,   20-49,12,395,1188
755,2013,West Midlands,N,   50-99,12,170,694
756,2013,West Midlands,N,   100-199,11,80,495
757,2013,West Midlands,N,   200-249,4,20,493
758,2013,West Midlands,N,   250-499,8,25,617
759,2013,West Midlands,N,   500 or more,143,35,4473
760,2013,West Midlands,P,   1,0,85,*
761,2013,West Midlands,P,   2-4,2,610,*
762,2013,West Midlands,P,   5-9,*,310,*
763,2013,West Midlands,P,   10-19,2,185,*
764,2013,West Midlands,P,   20-49,2,80,*
765,2013,West Midlands,P,   50-99,2,30,*
766,2013,West Midlands,P,   100-199,3,20,*
767,2013,West Midlands,P,   200-249,*,5,*
768,2013,West Midlands,P,   250-499,*,5,*
769,2013,West Midlands,P,   500 or more,*,5,*
770,2013,West Midlands,Q,   1,1,445,48
771,2013,West Midlands,Q,   2-4,4,1310,220
772,2013,West Midlands,Q,   5-9,8,1050,409
773,2013,West Midlands,Q,   10-19,16,1035,774
774,2013,West Midlands,Q,   20-49,26,810,1223
775,2013,West Midlands,Q,   50-99,13,200,522
776,2013,West Midlands,Q,   100-199,8,65,342
777,2013,West Midlands,Q,   200-249,3,15,140
778,2013,West Midlands,Q,   250-499,6,15,162
779,2013,West Midlands,Q,   500 or more,25,20,1662
780,2013,West Midlands,R,   1,*,160,*
781,2013,West Midlands,R,   2-4,2,715,*
782,2013,West Midlands,R,   5-9,*,265,*
783,2013,West Midlands,R,   10-19,2,170,*
784,2013,West Midlands,R,   20-49,3,85,*
785,2013,West Midlands,R,   50-99,2,25,*
786,2013,West Midlands,R,   100-199,*,15,*
787,2013,West Midlands,R,   200-249,*,5,*
788,2013,West Midlands,R,   250-499,*,10,*
789,2013,West Midlands,R,   500 or more,*,10,*
790,2013,West Midlands,S,   1,2,1135,*
791,2013,West Midlands,S,   2-4,9,2850,452
792,2013,West Midlands,S,   5-9,7,990,360
793,2013,West Midlands,S,   10-19,5,385,338
794,2013,West Midlands,S,   20-49,*,90,224
795,2013,West Midlands,S,   50-99,2,25,*
796,2013,West Midlands,S,   100-199,*,5,*
797,2013,West Midlands,S,   200-249,0,0,0
798,2013,West Midlands,S,   250-499,*,5,*
799,2013,West Midlands,S,   500 or more,*,5,*
800,2013,East of England,A,   1,4,1585,331
801,2013,East of England,A,   2-4,10,2545,969
802,2013,East of England,A,   5-9,7,965,705
803,2013,East of England,A,   10-19,5,350,626
804,2013,East of England,A,   20-49,4,150,607
805,2013,East of England,A,   50-99,3,40,339
806,2013,East of England,A,   100-199,3,20,612
807,2013,East of England,A,   200-249,*,0,*
808,2013,East of England,A,   250-499,*,5,*
809,2013,East of England,A,   500 or more,*,0,*
810,2013,East of England,B,   1,0,30,6
811,2013,East of England,B,   2-4,1,225,83
812,2013,East of England,B,   5-9,1,150,141
813,2013,East of England,B,   10-19,1,80,148
814,2013,East of England,B,   20-49,2,60,291
815,2013,East of England,B,   50-99,1,10,130
816,2013,East of England,B,   100-199,*,5,*
817,2013,East of England,B,   200-249,*,5,*
818,2013,East of England,B,   250-499,1,10,339
819,2013,East of England,B,   500 or more,*,0,*
820,2013,East of England,C,   1,1,655,85
821,2013,East of England,C,   2-4,10,3545,959
822,2013,East of England,C,   5-9,13,1930,1237
823,2013,East of England,C,   10-19,18,1290,1891
824,2013,East of England,C,   20-49,30,980,3483
825,2013,East of England,C,   50-99,24,350,3099
826,2013,East of England,C,   100-199,22,155,3990
827,2013,East of England,C,   200-249,7,30,1043
828,2013,East of England,C,   250-499,19,55,8724
829,2013,East of England,C,   500 or more,89,60,39615
830,2013,East of England,F,   1,5,2465,*
831,2013,East of England,F,   2-4,26,9510,3530
832,2013,East of England,F,   5-9,17,2550,2250
833,2013,East of England,F,   10-19,14,1080,1993
834,2013,East of England,F,   20-49,16,525,3221
835,2013,East of England,F,   50-99,8,120,1514
836,2013,East of England,F,   100-199,8,55,1542
837,2013,East of England,F,   200-249,*,10,*
838,2013,East of England,F,   250-499,*,20,1581
839,2013,East of England,F,   500 or more,35,15,7732
840,2013,East of England,G,   1,7,2920,661
841,2013,East of England,G,   2-4,34,10700,4956
842,2013,East of England,G,   5-9,35,5130,5620
843,2013,East of England,G,   10-19,32,2365,7043
844,2013,East of England,G,   20-49,33,1115,8952
845,2013,East of England,G,   50-99,23,330,5841
846,2013,East of England,G,   100-199,16,120,5735
847,2013,East of England,G,   200-249,5,25,3599
848,2013,East of England,G,   250-499,18,55,5037
849,2013,East of England,G,   500 or more,403,45,66918
850,2013,East of England,H,   1,*,455,*
851,2013,East of England,H,   2-4,5,1675,670
852,2013,East of England,H,   5-9,5,770,757
853,2013,East of England,H,   10-19,7,550,1079
854,2013,East of England,H,   20-49,10,315,1930
855,2013,East of England,H,   50-99,8,110,1099
856,2013,East of England,H,   100-199,6,45,1096
857,2013,East of England,H,   200-249,*,5,*
858,2013,East of England,H,   250-499,5,15,*
859,2013,East of England,H,   500 or more,27,20,10123
860,2013,East of England,I,   1,*,1325,*
861,2013,East of England,I,   2-4,16,4550,678
862,2013,East of England,I,   5-9,17,2460,677
863,2013,East of England,I,   10-19,16,1130,489
864,2013,East of England,I,   20-49,15,510,469
865,2013,East of England,I,   50-99,7,110,273
866,2013,East of England,I,   100-199,4,30,150
867,2013,East of England,I,   200-249,*,0,*
868,2013,East of England,I,   250-499,8,25,*
869,2013,East of England,I,   500 or more,144,20,6897
870,2013,East of England,J,   1,34,15020,2497
871,2013,East of England,J,   2-4,180,61285,17716
872,2013,East of England,J,   5-9,156,22855,16213
873,2013,East of England,J,   10-19,159,11545,18176
874,2013,East of England,J,   20-49,194,6420,24952
875,2013,East of England,J,   50-99,130,1895,17273
876,2013,East of England,J,   100-199,112,805,16723
877,2013,East of England,J,   200-249,31,135,7233
878,2013,East of England,J,   250-499,111,335,20942
879,2013,East of England,J,   500 or more,1157,320,175487
880,2013,East of England,K,   1,0,115, -
881,2013,East of England,K,   2-4,3,1040, -
882,2013,East of England,K,   5-9,3,425, -
883,2013,East of England,K,   10-19,2,180, -
884,2013,East of England,K,   20-49,2,80, -
885,2013,East of England,K,   50-99,*,25, -
886,2013,East of England,K,   100-199,4,25, -
887,2013,East of England,K,   200-249,*,0, -
888,2013,East of England,K,   250-499,*,5, -
889,2013,East of England,K,   500 or more,31,15, -
890,2013,East of England,L,   1,*,235,*
891,2013,East of England,L,   2-4,6,1960,475
892,2013,East of England,L,   5-9,5,740,321
893,2013,East of England,L,   10-19,4,260,265
894,2013,East of England,L,   20-49,3,85,243
895,2013,East of England,L,   50-99,*,20,*
896,2013,East of England,L,   100-199,*,15,*
897,2013,East of England,L,   200-249,*,0,*
898,2013,East of England,L,   250-499,*,15,604
899,2013,East of England,L,   500 or more,*,5,*
900,2013,East of England,M,   1,*,1515,*
901,2013,East of England,M,   2-4,25,9875,2000
902,2013,East of England,M,   5-9,14,2125,1415
903,2013,East of England,M,   10-19,15,1070,1269
904,2013,East of England,M,   20-49,17,545,1451
905,2013,East of England,M,   50-99,12,170,1193
906,2013,East of England,M,   100-199,9,65,998
907,2013,East of England,M,   200-249,*,10,*
908,2013,East of England,M,   250-499,8,25,1023
909,2013,East of England,M,   500 or more,35,20,5385
910,2013,East of England,N,   1,3,1510,283
911,2013,East of England,N,   2-4,13,4580,1426
912,2013,East of England,N,   5-9,11,1615,1236
913,2013,East of England,N,   10-19,12,895,1394
914,2013,East of England,N,   20-49,17,540,1410
915,2013,East of England,N,   50-99,15,210,1376
916,2013,East of England,N,   100-199,16,115,834
917,2013,East of England,N,   200-249,5,25,573
918,2013,East of England,N,   250-499,17,50,1371
919,2013,East of England,N,   500 or more,176,70,8124
920,2013,East of England,P,   1,0,105,*
921,2013,East of England,P,   2-4,2,815,143
922,2013,East of England,P,   5-9,4,500,215
923,2013,East of England,P,   10-19,3,230,161
924,2013,East of England,P,   20-49,4,115,*
925,2013,East of England,P,   50-99,3,40,121
926,2013,East of England,P,   100-199,2,15,*
927,2013,East of England,P,   200-249,*,0,*
928,2013,East of England,P,   250-499,*,5,*
929,2013,East of England,P,   500 or more,*,5,*
930,2013,East of England,Q,   1,1,555,61
931,2013,East of England,Q,   2-4,5,1495,255
932,2013,East of England,Q,   5-9,8,1045,464
933,2013,East of England,Q,   10-19,14,930,703
934,2013,East of England,Q,   20-49,27,860,1404
935,2013,East of England,Q,   50-99,15,215,708
936,2013,East of England,Q,   100-199,9,65,347
937,2013,East of England,Q,   200-249,3,15,*
938,2013,East of England,Q,   250-499,6,20,186
939,2013,East of England,Q,   500 or more,64,20,1880
940,2013,East of England,R,   1,*,275,*
941,2013,East of England,R,   2-4,3,1055,219
942,2013,East of England,R,   5-9,3,370,161
943,2013,East of England,R,   10-19,3,245,142
944,2013,East of England,R,   20-49,4,140,*
945,2013,East of England,R,   50-99,3,40,*
946,2013,East of England,R,   100-199,*,20,*
947,2013,East of England,R,   200-249,*,5,*
948,2013,East of England,R,   250-499,6,15,*
949,2013,East of England,R,   500 or more,*,5,*
950,2013,East of England,S,   1,2,1110,93
951,2013,East of England,S,   2-4,10,3080,440
952,2013,East of England,S,   5-9,8,1235,377
953,2013,East of England,S,   10-19,6,435,347
954,2013,East of England,S,   20-49,4,140,259
955,2013,East of England,S,   50-99,1,20,150
956,2013,East of England,S,   100-199,2,15,*
957,2013,East of England,S,   200-249,*,0,*
958,2013,East of England,S,   250-499,*,0,*
959,2013,East of England,S,   500 or more,*,5,*
960,2013,London,A,   1,0,50,*
961,2013,London,A,   2-4,0,135,*
962,2013,London,A,   5-9,0,55,*
963,2013,London,A,   10-19,0,30,*
964,2013,London,A,   20-49,0,10,*
965,2013,London,A,   50-99,*,5,*
966,2013,London,A,   100-199,*,0,*
967,2013,London,A,   200-249,0,0,0
968,2013,London,A,   250-499,0,0,0
969,2013,London,A,   500 or more,0,0,0
970,2013,London,B,   1,0,15,*
971,2013,London,B,   2-4,1,255,282
972,2013,London,B,   5-9,1,150,1968
973,2013,London,B,   10-19,1,70,394
974,2013,London,B,   20-49,2,55,3488
975,2013,London,B,   50-99,1,15,1182
976,2013,London,B,   100-199,1,10,1120
977,2013,London,B,   200-249,2,10,6527
978,2013,London,B,   250-499,*,0,*
979,2013,London,B,   500 or more,32,10,67725
980,2013,London,C,   1,1,475,*
981,2013,London,C,   2-4,10,3630,1063
982,2013,London,C,   5-9,11,1600,*
983,2013,London,C,   10-19,13,945,1410
984,2013,London,C,   20-49,15,515,2700
985,2013,London,C,   50-99,11,160,1611
986,2013,London,C,   100-199,10,75,1734
987,2013,London,C,   200-249,3,15,*
988,2013,London,C,   250-499,8,25,2126
989,2013,London,C,   500 or more,82,25,55830
990,2013,London,F,   1,3,1210,247
991,2013,London,F,   2-4,26,9875,5562
992,2013,London,F,   5-9,17,2635,3390
993,2013,London,F,   10-19,13,1015,2765
994,2013,London,F,   20-49,12,410,2722
995,2013,London,F,   50-99,8,110,1469
996,2013,London,F,   100-199,7,55,1955
997,2013,London,F,   200-249,2,10,683
998,2013,London,F,   250-499,7,20,2633
999,2013,London,F,   500 or more,47,20,9667
1000,2013,London,G,   1,8,3580,918
1001,2013,London,G,   2-4,51,16875,13148
1002,2013,London,G,   5-9,49,7360,17483
1003,2013,London,G,   10-19,44,3220,28394
1004,2013,London,G,   20-49,42,1410,58770
1005,2013,London,G,   50-99,27,395,38463
1006,2013,London,G,   100-199,24,170,13925
